,0
2996,27
2997,25
2998,28
2999,29
3000,25
3001,27
3002,25
3003,25
3004,25
3005,25
3006,26
3007,23
3008,26
3009,27
3010,24
3011,23
3012,23
3013,18
3014,20
3015,18
3016,19
3017,18
3018,18
3019,19
3020,19
3021,21
3022,22
3023,21
3024,18
3025,18
3026,18
3027,17
3028,15
3029,15
3030,16
3031,15
3032,15
3033,15
3034,12
3035,12
3036,15
3037,13
3038,11
3039,12
3040,13
3041,13
3042,14
3043,13
3044,15
3045,13
3046,12
3047,10
3048,11
3049,12
3050,11
3051,10
3052,10
3053,10
3054,13
3055,13
3056,13
3057,12
3058,14
3059,17
3060,15
3061,16
3062,17
3063,17
3064,16
3065,18
3066,17
3067,19
3068,17
3069,21
3070,21
3071,18
3072,20
3073,20
3074,20
3075,22
3076,24
3077,23
3078,21
3079,22
3080,23
3081,21
3082,24
3083,21
3084,24
3085,21
3086,24
3087,24
3088,23
3089,21
3090,23
3091,21
3092,20
3093,22
3094,19
3095,18
3096,19
3097,18
3098,19
3099,24
3100,21
3101,21
3102,26
3103,25
3104,25
3105,25
3106,25
3107,25
3108,25
3109,26
3110,22
3111,23
3112,26
3113,23
3114,23
3115,26
3116,25
3117,24
3118,25
3119,25
3120,24
3121,23
3122,22
3123,23
3124,26
3125,26
3126,23
3127,25
3128,24
3129,28
3130,22
3131,22
3132,24
3133,25
3134,26
3135,24
3136,25
3137,25
3138,24
3139,25
3140,27
3141,28
3142,28
3143,25
3144,22
3145,23
3146,26
3147,25
3148,25
3149,23
3150,23
3151,26
3152,23
3153,25
3154,25
3155,25
3156,23
3157,20
3158,21
3159,19
3160,19
3161,19
3162,18
3163,19
3164,17
3165,15
3166,18
3167,17
3168,20
3169,20
3170,21
3171,22
3172,22
3173,23
3174,19
3175,19
3176,16
3177,23
3178,21
3179,19
3180,19
3181,20
3182,24
3183,24
3184,23
3185,17
3186,17
3187,16
3188,19
3189,18
3190,18
3191,19
3192,18
3193,20
3194,20
3195,20
3196,21
3197,19
3198,23
3199,18
3200,15
3201,18
3202,20
3203,19
3204,20
3205,16
3206,15
3207,19
3208,21
3209,22
3210,20
3211,15
3212,14
3213,16
3214,16
3215,18
3216,17
3217,18
3218,16
3219,14
3220,16
3221,17
3222,15
3223,14
3224,14
3225,14
3226,16
3227,14
3228,17
3229,17
3230,16
3231,17
3232,19
3233,18
3234,16
3235,17
3236,15
3237,15
3238,15
3239,16
3240,13
3241,14
3242,13
3243,16
3244,14
3245,14
3246,14
3247,13
3248,13
3249,14
3250,14
3251,14
3252,16
3253,13
3254,14
3255,17
3256,18
3257,18
3258,20
3259,19
3260,19
3261,21
3262,21
3263,25
3264,23
3265,24
3266,25
3267,23
3268,24
3269,20
3270,17
3271,19
3272,16
3273,16
3274,16
3275,19
3276,17
3277,17
3278,17
3279,13
3280,15
3281,16
3282,15
3283,15
3284,14
3285,14
3286,13
3287,14
3288,13
3289,12
3290,13
3291,14
3292,13
3293,12
3294,11
3295,12
3296,11
3297,11
3298,11
3299,11
3300,11
3301,10
3302,10
3303,13
3304,10
3305,11
3306,11
3307,10
3308,10
3309,13
3310,11
3311,11
3312,11
3313,13
3314,15
3315,13
3316,11
3317,10
3318,11
3319,15
3320,15
3321,15
3322,16
3323,15
3324,17
3325,15
3326,18
3327,15
3328,17
3329,16
3330,17
3331,17
3332,15
3333,15
3334,14
3335,16
3336,17
3337,16
3338,13
3339,15
3340,16
3341,16
3342,14
3343,12
3344,12
3345,12
3346,13
3347,14
3348,15
3349,14
3350,13
3351,15
3352,12
3353,14
3354,14
3355,12
3356,14
3357,15
3358,13
3359,13
3360,15
3361,13
3362,14
3363,15
3364,14
3365,13
3366,16
3367,17
3368,20
3369,19
3370,16
3371,15
3372,17
3373,20
3374,17
3375,19
3376,15
3377,16
3378,18
3379,18
3380,20
3381,17
3382,16
3383,17
3384,14
3385,15
3386,16
3387,15
3388,15
3389,16
3390,13
3391,14
3392,15
3393,16
3394,14
3395,12
3396,12
3397,13
3398,12
3399,13
3400,12
3401,12
3402,13
3403,11
3404,11
3405,13
3406,12
3407,13
3408,12
3409,12
3410,12
3411,15
3412,14
3413,13
3414,13
3415,14
3416,12
3417,13
3418,14
3419,14
3420,12
3421,12
3422,12
3423,13
3424,14
3425,12
3426,13
3427,12
3428,11
3429,12
3430,15
3431,12
3432,14
3433,13
3434,11
3435,11
3436,12
3437,12
3438,13
3439,11
3440,11
3441,11
3442,10
3443,11
3444,11
3445,10
3446,11
3447,10
3448,10
3449,9
3450,8
3451,8
3452,8
3453,8
3454,9
3455,7
3456,9
3457,9
3458,8
3459,8
3460,9
3461,9
3462,9
3463,8
3464,8
3465,9
3466,8
3467,8
3468,9
3469,8
3470,7
3471,8
3472,9
3473,8
3474,8
3475,9
3476,11
3477,10
3478,9
3479,10
3480,9
3481,9
3482,11
3483,11
3484,11
3485,12
3486,12
3487,11
3488,10
3489,10
3490,10
3491,9
3492,8
3493,12
3494,12
3495,9
3496,9
3497,9
3498,10
3499,12
3500,10
3501,12
3502,11
3503,10
3504,12
3505,10
3506,11
3507,9
3508,10
3509,10
3510,12
3511,10
3512,9
3513,7
3514,9
3515,8
3516,7
3517,8
3518,8
3519,8
3520,10
3521,10
3522,11
3523,8
3524,7
3525,8
3526,7
3527,9
3528,6
3529,5
3530,6
3531,6
3532,7
3533,9
3534,7
3535,8
3536,6
3537,6
3538,5
3539,8
3540,6
3541,6
3542,7
3543,8
3544,8
3545,6
3546,7
3547,7
3548,7
3549,7
3550,9
3551,9
3552,10
3553,12
3554,10
3555,9
3556,12
3557,12
3558,12
3559,13
3560,12
3561,11
3562,10
3563,12
3564,13
3565,12
3566,13
3567,13
3568,14
3569,12
3570,13
3571,13
3572,15
3573,13
3574,14
3575,16
3576,15
3577,13
3578,15
3579,17
3580,16
3581,15
3582,15
3583,13
3584,15
3585,14
3586,16
3587,15
3588,12
3589,14
3590,14
3591,14
3592,16
3593,16
3594,15
3595,16
3596,18
3597,17
3598,16
3599,16
3600,16
3601,13
3602,17
3603,15
3604,18
3605,15
3606,15
3607,15
3608,15
3609,16
3610,17
3611,21
3612,22
3613,22
3614,21
3615,22
3616,22
3617,23
3618,18
3619,19
3620,20
3621,17
3622,14
3623,17
3624,18
3625,15
3626,15
3627,18
3628,18
3629,20
3630,17
3631,22
3632,19
3633,17
3634,17
3635,17
3636,19
3637,19
3638,17
3639,18
3640,16
3641,16
3642,14
3643,15
3644,16
3645,12
3646,15
3647,14
3648,16
3649,13
3650,13
3651,13
3652,12
3653,15
3654,16
3655,12
3656,13
3657,14
3658,14
3659,16
3660,14
3661,16
3662,13
3663,14
3664,14
3665,14
3666,13
3667,13
3668,12
3669,13
3670,11
3671,12
3672,16
3673,13
3674,14
3675,15
3676,11
3677,13
3678,13
3679,13
3680,12
3681,13
3682,12
3683,11
3684,10
3685,11
3686,12
3687,12
3688,13
3689,13
3690,14
3691,12
3692,14
3693,14
3694,14
3695,14
3696,11
3697,11
3698,13
3699,12
3700,10
3701,13
3702,15
3703,13
3704,12
3705,17
3706,17
3707,21
3708,20
3709,22
3710,16
3711,21
3712,21
3713,21
3714,20
3715,18
3716,21
3717,20
3718,21
3719,19
3720,21
3721,19
3722,17
3723,18
3724,18
3725,21
3726,20
3727,17
3728,19
3729,22
3730,18
3731,16
3732,20
3733,20
3734,23
3735,24
3736,26
3737,24
3738,21
3739,22
3740,22
3741,23
3742,25
3743,24
3744,24
3745,28
3746,26
3747,25
3748,28
3749,25
3750,24
3751,24
3752,28
3753,30
3754,30
3755,32
3756,30
3757,25
3758,25
3759,24
3760,24
3761,20
3762,23
3763,24
3764,24
3765,24
3766,23
3767,26
3768,23
3769,24
3770,25
3771,23
3772,23
3773,25
3774,22
3775,24
3776,25
3777,25
3778,25
3779,28
3780,22
3781,27
3782,24
3783,22
3784,25
3785,21
3786,23
3787,23
3788,26
3789,24
3790,22
3791,26
3792,22
3793,25
3794,21
3795,25
3796,23
3797,19
3798,20
3799,19
3800,20
3801,24
3802,22
3803,21
3804,23
3805,27
3806,25
3807,26
3808,27
3809,25
3810,26
3811,23
3812,26
3813,25
3814,22
3815,26
3816,25
3817,21
3818,22
3819,19
3820,22
3821,21
3822,20
3823,18
3824,19
3825,18
3826,19
3827,18
3828,19
3829,21
3830,23
3831,23
3832,24
3833,22
3834,22
3835,24
3836,23
3837,23
3838,22
3839,21
3840,25
3841,22
3842,22
3843,20
3844,18
3845,21
3846,21
3847,19
3848,24
3849,22
3850,23
3851,21
3852,23
3853,23
3854,21
3855,22
3856,23
3857,23
3858,24
3859,22
3860,23
3861,22
3862,23
3863,19
3864,22
3865,20
3866,21
3867,23
3868,25
3869,21
3870,24
3871,22
3872,23
3873,24
3874,26
3875,25
3876,25
3877,20
3878,21
3879,23
3880,25
3881,23
3882,24
3883,23
3884,23
3885,24
3886,25
3887,24
3888,22
3889,21
3890,21
3891,24
3892,21
3893,21
3894,22
3895,20
3896,20
3897,19
3898,20
3899,19
3900,20
3901,21
3902,17
3903,18
3904,14
3905,15
3906,17
3907,17
3908,18
3909,18
3910,18
3911,20
3912,20
3913,18
3914,16
3915,17
3916,19
3917,19
3918,19
3919,18
3920,17
3921,16
3922,16
3923,12
3924,13
3925,14
3926,16
3927,16
3928,18
3929,18
3930,18
3931,19
3932,19
3933,18
3934,20
3935,17
3936,17
3937,18
3938,19
3939,16
3940,17
3941,18
3942,19
3943,16
3944,18
3945,22
3946,20
3947,16
3948,17
3949,14
3950,18
3951,17
3952,19
3953,19
3954,18
3955,15
3956,15
3957,19
3958,17
3959,16
3960,16
3961,16
3962,17
3963,17
3964,19
3965,20
3966,20
3967,22
3968,22
3969,20
3970,17
3971,16
3972,20
3973,18
3974,16
3975,17
3976,18
3977,18
3978,20
3979,20
3980,17
3981,18
3982,18
3983,18
3984,20
3985,16
3986,17
3987,15
3988,17
3989,17
3990,14
3991,16
3992,18
3993,19
3994,16
3995,15
3996,19
3997,18
3998,17
3999,15
4000,17
4001,18
4002,18
4003,17
4004,16
4005,17
4006,17
4007,16
4008,16
4009,14
4010,17
4011,16
4012,17
4013,18
4014,19
4015,17
4016,17
4017,15
4018,16
4019,18
4020,19
4021,19
4022,19
4023,21
4024,21
4025,20
4026,20
4027,20
4028,20
4029,22
4030,21
4031,21
4032,16
4033,20
4034,20
4035,19
4036,24
4037,23
4038,21
4039,21
4040,22
4041,21
4042,20
4043,21
4044,27
4045,23
4046,21
4047,20
4048,20
4049,19
4050,20
4051,20
4052,20
4053,19
4054,19
4055,19
4056,20
4057,19
4058,18
4059,19
4060,18
4061,18
4062,18
4063,15
4064,17
4065,17
4066,17
4067,14
4068,17
4069,16
4070,18
4071,17
4072,16
4073,18
4074,17
4075,17
4076,16
4077,17
4078,17
4079,15
4080,16
4081,17
4082,14
4083,17
4084,17
4085,17
4086,17
4087,18
4088,18
4089,17
4090,20
4091,16
4092,17
4093,17
4094,13
4095,16
4096,15
4097,14
4098,15
4099,14
4100,18
4101,17
4102,15
4103,15
4104,16
4105,16
4106,17
4107,16
4108,15
4109,14
4110,14
4111,14
4112,14
4113,16
4114,16
4115,16
4116,15
4117,14
4118,15
4119,13
4120,14
4121,14
4122,15
4123,16
4124,15
4125,16
4126,16
4127,15
4128,13
4129,17
4130,15
4131,16
4132,14
4133,14
4134,13
4135,14
4136,14
4137,14
4138,16
4139,14
4140,17
4141,16
4142,15
4143,15
4144,13
4145,14
4146,13
4147,13
4148,14
4149,13
4150,14
4151,13
4152,14
4153,15
4154,16
4155,13
4156,18
4157,15
4158,17
4159,17
4160,16
4161,15
4162,13
4163,14
4164,13
4165,14
4166,14
4167,13
4168,12
4169,13
4170,12
4171,12
4172,11
4173,10
4174,12
4175,15
4176,15
4177,15
4178,13
4179,13
4180,13
4181,16
4182,16
4183,16
4184,16
4185,16
4186,15
4187,15
4188,15
4189,16
4190,14
4191,14
4192,15
4193,13
4194,13
4195,12
4196,14
4197,12
4198,13
4199,13
4200,13
4201,14
4202,14
4203,16
4204,15
4205,14
4206,13
4207,15
4208,13
4209,11
4210,13
4211,11
4212,11
4213,12
4214,14
4215,16
4216,15
4217,15
4218,15
4219,16
4220,16
4221,16
4222,18
4223,16
4224,16
4225,15
4226,17
4227,15
4228,15
4229,15
4230,15
4231,16
4232,16
4233,14
4234,12
4235,13
4236,14
4237,16
4238,14
4239,13
4240,12
4241,14
4242,16
4243,14
4244,13
4245,15
4246,14
4247,14
4248,11
4249,13
4250,12
4251,12
4252,13
4253,13
4254,13
4255,12
4256,13
4257,13
4258,12
4259,11
4260,11
4261,12
4262,11
4263,11
4264,10
4265,10
4266,11
4267,12
4268,10
4269,10
4270,13
4271,12
4272,11
4273,10
4274,10
4275,12
4276,13
4277,15
4278,18
4279,15
4280,14
4281,14
4282,13
4283,11
4284,11
4285,11
4286,11
4287,12
4288,15
4289,12
4290,12
4291,11
4292,14
4293,17
4294,18
4295,17
4296,15
4297,13
4298,12
4299,11
4300,11
4301,13
4302,12
4303,13
4304,14
4305,12
4306,13
4307,13
4308,13
4309,14
4310,14
4311,13
4312,16
4313,16
4314,17
4315,15
4316,14
4317,14
4318,13
4319,14
4320,14
4321,14
4322,15
4323,15
4324,16
4325,15
4326,15
4327,13
4328,12
4329,13
4330,14
4331,13
4332,11
4333,14
4334,13
4335,15
4336,14
4337,12
4338,13
4339,15
4340,16
4341,17
4342,14
4343,13
4344,12
4345,14
4346,15
4347,15
4348,17
4349,16
4350,15
4351,15
4352,15
4353,16
4354,16
4355,16
4356,17
4357,16
4358,16
4359,16
4360,16
4361,16
4362,13
4363,12
4364,17
4365,16
4366,18
4367,17
4368,15
4369,14
4370,17
4371,15
4372,18
4373,15
4374,17
4375,14
4376,17
4377,20
4378,23
4379,20
4380,22
4381,16
4382,19
4383,19
4384,18
4385,22
4386,23
4387,19
4388,18
4389,18
4390,18
4391,19
4392,16
4393,17
4394,21
4395,19
4396,21
4397,22
4398,21
4399,21
4400,22
4401,19
4402,18
4403,17
4404,18
4405,20
4406,19
4407,22
4408,22
4409,18
4410,18
4411,16
4412,18
4413,20
4414,17
4415,16
4416,16
4417,15
4418,15
4419,14
4420,13
4421,12
4422,14
4423,13
4424,13
4425,14
4426,11
4427,11
4428,12
4429,10
4430,10
4431,10
4432,7
4433,9
4434,7
4435,8
4436,7
4437,8
4438,6
4439,6
4440,6
4441,8
4442,5
4443,8
4444,8
4445,6
4446,5
4447,6
4448,5
4449,7
4450,6
4451,7
4452,7
4453,6
4454,6
4455,6
4456,6
4457,6
4458,5
4459,6
4460,4
4461,5
4462,5
4463,4
4464,5
4465,5
4466,5
4467,6
4468,5
4469,5
4470,5
4471,4
4472,3
4473,3
4474,4
4475,3
4476,4
4477,3
4478,3
4479,3
4480,3
4481,3
4482,4
4483,4
4484,5
4485,5
4486,4
4487,4
4488,4
4489,3
4490,3
4491,4
4492,3
4493,4
4494,3
4495,2
4496,3
4497,3
4498,3
4499,3
4500,4
4501,2
4502,3
4503,3
4504,2
4505,2
4506,2
4507,1
4508,1
4509,1
4510,1
4511,1
4512,1
4513,1
4514,0
4515,0
4516,0
4517,0
4518,0
4519,0
4520,0
4521,0
4522,0
4523,0
4524,0
4525,0
4526,0
4527,0
4528,0
4529,0
4530,0
4531,0
4532,0
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4539,0
4540,0
4541,0
4542,0
4543,0
